258,"Midwife"
259,"Mine Deputy"
260,"Mining Engineer (Excluding Petroleum)"
261,"Minister of Religion"
262,"Motor Mechanic (General)"
263,"Motorcycle Mechanic"
264,"Music Director"
265,"Music Teacher (Private Tuition)"
266,"Musical Instrument Maker or Repairer"
267,"Musician Instrumental"
268,"Natural and Physical Science Professionals NEC"
269,"Naval Architect"
270,"Naturopath"
271,"Network Analyst"
272,"Neurologist"
273,"Neurosurgeon"
274,"Newspaper or Periodical Editor"
275,"Nuclear Medicine Technologist"
276,"Nurse Educator"
277,"Nurse Manager"
278,"Nurse Practitioner"
279,"Nurse Researcher"
280,"Nurseryperson"
281,"Nursing Clinical Director"
282,"Obstetrician and Gynaecologist"
283,"Occupational Health and Safety Adviser"
284,"Occupational Therapist"
285,"Office Manager"
286,"Ophthalmologist"
287,"Optical Dispenser"
288,"Optical Mechanic"
289,"Optometrist"
290,"Organisation and Methods Analyst"
291,"Organisational Psychologist"
292,"Orthopaedic Surgeon"
293,"Orthoptist"
294,"Orthotist or Prosthetist"
295,"Osteopath"
296,"Other Spatial Scientist"
297,"Otorhinolaryngologist"
298,"Paediatrician"
299,"Paediatric Surgeon"
300,"Painter (Visual Arts)"
301,"Painting Trades Worker"
302,"Panelbeater"
303,"Park Ranger"
304,"Parole or Probation Officer"
305,"Pastrycook"
306,"Patents Examiner"
307,"Pathologist"
308,"Petroleum Engineer"
309,"Photographer"
310,"Physicist"
311,"Physiotherapist"
312,"Picture Framer"
313,"Plastic and Reconstructive Surgeon"
314,"Plumber (General)"
315,"Plumbing Inspector"
316,"Podiatrist"
317,"Policy Analyst"
318,"Policy and Planning Manager"
319,"Potter or Ceramic Artist"
320,"Power Generation Plant Operator"
321,"Precision Instrument Maker and Repairer"
322,"Pressure Welder"
323,"Primary Health Organisation Manager"
324,"Primary School Teacher"
325,"Print Journalist"
326,"Printing Machinist"
327,"Private Tutors and Teachers NEC"
328,"Production Manager (Manufacturing)"
329,"Production Manager (Mining)"
330,"Production or Plant Engineer"
331,"Program Director (Television or Radio)"
332,"Project Builder"
333,"Property Manager"
334,"Psychiatrist"
335,"Psychologists NEC"
336,"Psychotherapist"
337,"Public Relations Professional"
338,"Quality Assurance Manager"
339,"Quantity Surveyor"
340,"Quarantine Officer"
341,"Radiation Oncologist"
342,"Radio Journalist"
343,"Radio Presenter"
344,"Radiocommunications Technician"
345,"Real Estate Agency Principal"
346,"Real Estate Representative"
347,"Records Manager"
348,"Recreation Officer (Aus)"
349,"Recruitment Consultant"
350,"Regional Education Manager"
351,"Registered Nurse (Aged Care)"
352,"Registered Nurse (Child and Family Health)"
353,"Registered Nurse (Community Health)"
354,"Registered Nurse (Critical Care and Emergency)"
355,"Registered Nurse (Developmental Disability)"
356,"Registered Nurse (Disability and Rehabilitation)"
357,"Registered Nurse (Medical)"
358,"Registered Nurse (Medical Practice)"
359,"Registered Nurse (Mental Health)"
360,"Registered Nurse (Perioperative)"
361,"Registered Nurse (Surgical)"
362,"Registered Nurses NEC"
363,"Rehabilitation Counsellor"
364,"Renal Medicine Specialist"
365,"Research and Development Manager"
366,"Residential Care Officer"
367,"Rheumatologist"
368,"Roof Plumber"
369,"Roof Tiler"
370,"Safety Inspector"
371,"Sail Maker"
372,"Sales and Marketing Manager"
373,"Sales Representative (Medical and Pharmaceutical Products)"
374,"Saw Maker and Repairer"
375,"School Principal"
376,"Screen Printer"
377,"Sculptor"
378,"Secondary School Teacher"
379,"Senior Non-Commissioned Defence Force Member"
380,"Sheetmetal Trades Worker"
381,"Ship's Master"
382,"Ship's Officer"
383,"Shipwright"
384,"Ship's Engineer"
385,"Shoemaker"
386,"Signwriter"
387,"Singer"
388,"Slaughterer"
389,"Small Engine Mechanic"
390,"Small Offset Printer"
391,"Social Professionals NEC"
392,"Social Worker"
393,"Software and Applications Programmers NEC"
394,"Software Engineer"
395,"Solicitor"
396,"Solid Plasterer"
397,"Sonographer"
398,"Sound Technician"
399,"Special Education Teachers NEC"
400,"Special Needs Teachers"
401,"Specialist Managers"
402,"Specialist Physician (General Medicine)"
403,"Specialist Physicians NEC"
404,"Speech Pathologist"
405,"Sports Administrator"
406,"Sports Development Officer"
407,"Stage Manager"
408,"Statistician"
409,"Stockbroking Dealer"
410,"Stonemason"
411,"Structural Engineer"
412,"Student Counsellor"
413,"Supply and Distribution Manager"
414,"Surgeon (General)"
415,"Surveying or Cartographic Tech"
416,"Surveyor"
417,"Systems Administrator"
418,"Systems Analyst"
419,"Taxation Accountant"
420,"Teacher of English to Speakers of Other Languages"
421,"Teacher of the Hearing Impaired"
422,"Teacher of the Sight Impaired"
423,"Technical Cable Jointer"
424,"Technical Director"
425,"Technical Sales Representatives NEC"
426,"Technical Writer"
427,"Technicians and Trades Workers"
428,"Telecommunications Engineer"
429,"Telecommunications Field Engineer"
430,"Telecommunications Linesworker"
431,"Telecommunications Network Engineer"
432,"Telecommunications Network Planner"
433,"Telecommunications Technical Officer or Technologist"
434,"Telecommunications Technician"
435,"Television Equipment Operator"
436,"Television Journalist"
437,"Television Presenter"
438,"Tennis Coach"
439,"Textile Clothing and Footwear Mechanic"
440,"Thoracic Medicine Specialist"
441,"Toolmaker"
442,"Training and Development Professional"
443,"Translator"
444,"Transport Engineer"
445,"University Lecturer"
446,"University Tutor"
447,"Upholsterer"
448,"Urban and Regional Planner"
449,"Urologist"
450,"Valuer"
451,"Vascular Surgeon"
452,"Vehicle Body Builder"
453,"Vehicle Painter"
454,"Vehicle Trimmer"
455,"Veterinarian"
456,"Visual Arts and Crafts Professionals NEC"
457,"Vocational Education Teacher"
458,"Wall and Floor Tiler"
459,"Watch and Clock Maker and Repairer"
460,"Welder (First Class)"
461,"Welfare Centre Manager"
462,"Welfare Worker"
463,"Wholesaler"
464,"Wine Maker"
465,"Wood Machinist"
466,"Wood Turner"
467,"Workplace Relations Adviser"
468,"Youth Worker"
469,"Zoologist"
